field_slug                    , field_name                      , occupation_code, occupation_title                                                                                    , score, keywords                                                                                                                                                                                                                                                               , sample_programs
communication-media           , Communication & Media           , 27-3092.00     , Court Reporters and Simultaneous Captioners                                                         , 4.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 29-9021.00     , Health Information Technologists and Medical Registrars                                             , 4.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 49-2021.00     , "Radio, Cellular, and Tower Equipment Installers and Repairers"                                     , 4.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 55-3015.00     , Command and Control Center Specialists                                                              , 4.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 55-3016.00     , Infantry                                                                                            , 4.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 11-3021.00     , Computer and Information Systems Managers                                                           , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 13-1161.00     , Market Research Analysts and Marketing Specialists                                                  , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 13-2051.00     , Financial and Investment Analysts                                                                   , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 15-1212.00     , Information Security Analysts                                                                       , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 15-1231.00     , Computer Network Support Specialists                                                                , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
communication-media           , Communication & Media           , 15-1241.01     , Telecommunications Engineering Specialists                                                          , 3.000, communication journalism public relations mass information telecommunication inform tech media applied film animation broadcast graphic advertising networks systems                                                                                                   , BACHELOR OF COMMUNICATION AND PUBLIC RELATIONS | BACHELOR OF JOURNALISM & MASS COMMUNICATION | BACHELOR OF COMMUNICATION & JOURNALISM | BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY | BACHELOR OF SCIENCE (TELECOMMUNICATION & INFORM. TECH) | BACHELOR OF COMMUNICATION AND MEDIA STUDIES | BACHELOR OF JOURNALISM | BACHELOR OF APPLIED COMMUNICATION | BACHELOR OF FILM AND ANIMATION STUDIES | BACHELOR OF SCIENCE IN TELECOMMUNICATION
computing-it                  , Computing & IT                  , 15-1241.00     , Computer Network Architects                                                                         , 7.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1231.00     , Computer Network Support Specialists                                                                , 6.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1244.00     , Network and Computer Systems Administrators                                                         , 6.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1299.05     , Information Security Engineers                                                                      , 6.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 49-2093.00     , "Electrical and Electronics Installers and Repairers, Transportation Equipment"                     , 6.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 11-3021.00     , Computer and Information Systems Managers                                                           , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1211.00     , Computer Systems Analysts                                                                           , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1212.00     , Information Security Analysts                                                                       , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1242.00     , Database Administrators                                                                             , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1243.00     , Database Architects                                                                                 , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1252.00     , Software Developers                                                                                 , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 17-2072.00     , "Electronics Engineers, Except Computer"                                                            , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 17-3021.00     , Aerospace Engineering and Operations Technologists and Technicians                                  , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 55-3011.00     , Air Crew Members                                                                                    , 5.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1232.00     , Computer User Support Specialists                                                                   , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1241.01     , Telecommunications Engineering Specialists                                                          , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1251.00     , Computer Programmers                                                                                , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-1299.06     , Digital Forensics Analysts                                                                          , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 15-2031.00     , Operations Research Analysts                                                                        , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 19-2099.01     , Remote Sensing Scientists and Technologists                                                         , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 19-4012.01     , Precision Agriculture Technicians                                                                   , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
computing-it                  , Computing & IT                  , 29-9021.00     , Health Information Technologists and Medical Registrars                                             , 4.000, it computer applied computing mathematics statistics security forensics software electronic data communication networks systems electrical                                                                                                                             , BACHELOR OF SCIENCE (COMPUTER SCIENCE | BACHELOR OF SCIENCE ( APPLIED STATISTICS WITH COMPUTING) | BACHELOR OF SCIENCE (MATHEMATICS & COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER SECURITY AND FORENSICS) | BACHELOR OF SCIENCE IN SOFTWARE ENGINEERING | BACHELOR OF SCIENCE (APPLIED COMPUTER SCIENCE) | BACHELOR OF SCIENCE (COMPUTER TECHNOLOGY) | BACHELOR OF SCIENCE (ELECTRONIC AND COMPUTER ENGINEERING) | BACHELOR OF SCIENCE (MATHEMATICS AND COMPUTING) | BACHELOR OF TECHNOLOGY (COMPUTER TECHNOLOGY)
